Primary Name	Arrival_Date	PIC tier	Ammonia (NH3) as Nitrogen (N)	Barometric pressure	Dissolved Oxygen	Dissolved Oxygen Percent Saturation	Fecal Coliform	Flow	Nitrate as N	Nitrite as N	pH	Phosphate as P	Precipitation	Precipitation (24 hour)	Salinity	Silicate as Si	Specific Conductivity (at 25 deg C)	Stream/River Stage	"Temperature, water"	Total Persulfate Nitrogen	Total Persulfate Phosphorus	Turbidity
Cassalery 0.0	4/17/2017	1	46.6	29.81	10	91	10		831.35	5.32	7.8	33.42			0.6	"7,253.37"	1160	-2.77	10.7	"2,010.59"	85.48	5
Cassalery 0.0	5/9/2017	1	18.2	30.09	10.6	94	2		941.83	2.99	8.1	17.78			0.2	"7,972.13"	388	-2.56	10.3	"1,284.78"	50.48	4
Cassalery 0.0	6/13/2017	1	17.3		9.8	92	30		889.93	3.4	8	16.71			0.2	"6,337.69"	467		12.6	"1,117.10"	55.93	4
Cassalery 0.0	7/18/2017	1	27.3	30.04	9.5	92	4		906.88	2.89	8.1	17.58			0.5	"7,546.01"	938	4.1	14.1	"1,450.52"	42.43	2
Cassalery 0.0	8/14/2017	1																				
Cassalery 0.0	9/19/2017	1	14.7	29.75	10.1	93	62		945.28	1.75	8	10.17			0.3	"6,364.39"	558		11.2	"1,345.58"	32.91	3
Cassalery 0.0	10/10/2017	1																				
Cassalery 0.0	11/13/2017	1																				
Cassalery 0.0	4/16/2018	1	51.3	29.62	9.7	85	76		990.5	5.01	7.7	31.31			0.9	"4,752.37"	1693		9.1	"1,997.72"	61.05	4
Cassalery 0.0	5/15/2018	1	0	29.95	9.4	90	8	5.7	"1,080.11"	6.1	7.9	2			0.4	"5,882.06"	754		13.2	"1,727.44"	38.87	4
Cassalery 0.0	6/12/2018	1	20	30.1	10	94	16		"1,091.93"	4.24	7.8	11.49			0.5	"5,773.77"	977		12.5	"1,447.82"	37.38	3
Cassalery 0.0	7/10/2018	1	23.5	30.27	9.5	91	38		"1,239.11"	3.43	7.9	15.58			0.6	"6,408.74"	1120		13.9	"1,735.30"	30.65	4
Cassalery 0.0	8/13/2018	1	22.7	30.11	9.5	92	20		"1,196.85"	2.65	7.9	11.74			0.6	"6,590.30"	1124		13.9	"1,857.74"	30.16	3
Cassalery 0.0	9/11/2018	1	10.4	29.94	9.5	90	46	3.2	"1,085.68"	2.21	7.9	9.93			0.3	"6,548.73"	510		12.9	"1,510.86"	30.35	5
Cassalery 0.0	10/9/2018	1	12.5	29.94	9.6	88	16		951.9	1.76	7.8	18.22			0.3	"6,658.33"	561		11.4	"1,398.22"	32.43	1
Cassalery 0.0	12/11/2018	1																				
Cassalery 0.0	1/7/2019	1																				
Cassalery 0.0	2/26/2019	1																				
Cassalery 0.0	3/12/2019	1	25	29.84	11.1	90	170	5	856.09	6.49	7.7	34.94			0.4	"5,921.40"	755		6.2	"1,563.37"	75.87	10
Cassalery 0.0	4/15/2019	1																				
Cassalery 0.0	5/14/2019	1	17.5	29.91	10.1	92	12		869.74	2.88	7.9	15.35			0.4	"6,294.56"	787	4.2	11.3	"1,430.59"	41.81	5
Cassalery 0.0	6/11/2019	1	14.1	30.28	10	97	54		873.25	3.51	7.8	11.43			0.2	"6,377.45"	465	5.5	14.5	"1,205.98"	28.8	3
Cassalery 0.0	7/9/2019	1	15.6	29.97	9.7	94	164		880.07	3.43	7.6	13.77			0.3	"6,706.33"	698		14	"1,235.01"	31.26	3
Cassalery 0.0	8/12/2019	1	14.6	30.14	9.4	92	112		912.55	2.96	7.9	15.23			0.2	"6,747.26"	508	1.88	14.6	"1,210.39"	31.59	2
Cassalery 0.0	9/10/2019	1	24.6	29.95	9.5	92	72		824.58	1.94	7.7	15.29			0.3	"6,840.98"	532		13.8	"1,120.59"	39.81	2
Cassalery 0.0	2/11/2020	1		30.23	10.6	87	28				7.3				0.8		1653		7			3
Cassalery 0.0	3/10/2020	1	22.2	30.16	11.9	95	36		"1,187.56"	5.1	7.8	16.3			0.3	"6,743.08"	618	7.6	6	"1,855.36"	39.64	6
Cassalery 0.0	4/12/2020	1		30.25	11	99	64	3.4			8				0.2		310	0.63	11.1			4
Cassalery 0.0	5/12/2020	1		29.62	9.5	92	216				7.5				0.1		194		13			11
Cassalery 0.0	6/15/2020	1	14.5	29.81	10.1	95	210		"1,206.20"	3.84		12.15			0.2	"6,454.38"	397	3.34	12.5	"1,586.15"	35.61	3
Cassalery 0.0	7/14/2020	1	11.1	30.13	9.8	93	98		"1,205.47"	3.62		12.34			0.1	"6,387.58"	299	-2.6	13.3	"1,255.69"	30.66	2
Cassalery 0.0	8/12/2020	1		30	9.7	93	256								0.1		303	0.5	13.4			3
Cassalery 0.0	9/28/2020	1		30.31	10	92	38	5.2			7.9				0.2		462		12.2			3
Cassalery 0.0	4/19/2021	1		30.21	10.9	101	2				8				0.2		346		12.2			6
Cassalery 0.0	5/10/2021	1	12.9	30.26	10.6	98	38	3.1	939.62	3.61	8	11.3			0.2	"5,156.51"	307		12.5	"1,115.90"	30.95	5
Cassalery 0.0	6/14/2021	1		29.94	9.9	94	50				7.7				0.8		802					5
Cassalery 0.0	7/12/2021	1	26.2	30.05	9.3	92	108		794.57	4.5	7.7	15.99			0.5	"5,069.66"	503	3.2		959.63	37.93	6
Cassalery 0.0	8/9/2021	1		30.09	8.9	89	86				7.6				0.4		722		15.6			3
Cassalery 0.0	6/13/2022	1		30	9.7	91	332				7.8				0.9		1750		12.6			8
Cassalery 0.0	7/12/2022	1	33.2	29.91	8.7	88	298		900.28	5.97	7.7	20			2.2	"5,100.62"	4088		15.2	"1,007.69"	55.63	10
Cassalery 0.0	8/8/2022	1		29.94	8.7	88	840				7.8				0.8		1536	2.9	15.7			6
Cassalery 0.0	9/12/2022	1	23.8	29.98	9.2	91	410		925.41	3.43	8	12.05			0.2	"4,835.52"	344		14.5	"1,121.87"	36.69	5
Cassalery 0.0	10/10/2022	1		30.01	10.2	94	280				8				0.1		302		11.4			5
Cassalery 0.0	3/13/2023	1	138.1	29.63	10.5	91	62		772.78	5.59	7.6	22.5			4.3	"4,102.81"	7808		7.5	"1,374.14"	75.67	23
Cassalery 0.0	4/10/2023	1		30	9.7	85	24				7.6				0.7		1458		9.5			5
Cassalery 0.0	5/15/2023	1	166	29.93	6.9	76	176		468.01	26.16	7.4	37.38			8	"3,954.21"	13790		17.4	"1,203.52"	101.72	6
Cassalery 0.0	6/12/2023	1		29.96	9.5	94	556				7.8				1.4		3709		14.2			6
Cassalery 0.0	8/14/2023	1		30.02	8.8	88	1000				7.7				0.7		1369		15.9			6
Cassalery 0.0	9/11/2023	1		30.01	8.6	83	520				7.6				0.2		447		14.1			110
Cassalery 0.0	5/14/2024	1		30.18	7.9	74	122				7.4				0.2		442		12.1			2
Cassalery 0.0	7/9/2024	1		29.84	8.9	91	172				7.8				0.5		951		16			20
Cassalery 0.0	8/13/2024	1		30.07	9	86	208				7.6				0.1		236	0.36	13.7			3
Cassalery 0.0	9/17/2024	1		29.9	9.8	92	110				7.7				0.3		542		12.3			7
Cassalery 0.6	6/11/2015	1																0.55				
Cassalery 0.6	7/7/2015	1																0.58				
Cassalery 0.6	8/13/2015	1					20								0.1			0.44	13.7			
Cassalery 0.6	9/10/2015	1	9.5	30.1	9.3		194		"1,116.90"	2.5	7.9	7.4			0.1	"8,700.00"	240	0.58	13.2	"1,608.40"	18.7	6
Cassalery 0.6	10/8/2015	1	5.5	30.08	9.5		122		"1,007.50"	2.6	7.8	7.5			0.1	"6,696.30"	240	0.63	12.1	"1,768.00"	41.2	0
Cassalery 0.6	11/23/2015	1	16.7	29.86	9.8		12		"1,063.60"	5	7.8	11.5			0.1	"9,268.40"	269	0.66	6.5	"1,570.10"	20.4	1
Cassalery 0.6	12/17/2015	1	25.3	29.7	10.2		522		"1,181.10"	7.9	7.8	20.5			0.1	"8,799.70"	275	0.8	6.8	"2,142.30"	51.4	4
Cassalery 0.6	1/25/2016	1	26.9				122		"1,475.73"	15.73		28.73			0.1	"7,145.10"	273	0.74	7	"2,442.19"	48	
Cassalery 0.6	2/17/2016	1	46.2	29.39	9.9		84		"1,624.21"	19.31	7.4	40.01			0.1	"6,904.74"	299	0.74	9.4	"2,737.08"	82.29	6
Cassalery 0.6	3/15/2016	1	10.5	30.2	11.1		100		"1,769.62"	6.39	7.5	12.77			0.1	"8,125.85"	278	0.74	7.7	"2,674.91"	38.4	8
Cassalery 0.6	4/11/2016	1																0.62				
Cassalery 0.6	5/2/2016	1					60											0.66				
Cassalery 0.6	5/17/2016	1																0.68				
Cassalery 0.6	6/21/2016	1																0.68				
Cassalery 0.6	7/19/2016	1																0.7				
Cassalery 0.6	8/15/2016	1																0.7				
Cassalery 0.6	9/20/2016	1																0.64				
Cassalery 0.6	10/18/2016	1	7	29.98	9.6	86	2		"1,094.87"	2.69	7.9	6.67			0.1	"6,581.71"	247	0.68	10.4	"1,806.62"	17.03	1
Cassalery 0.6	11/14/2016	1	8.1	30.06	9	81	16		"1,052.05"	2.5	7.7	4.59			0.1	"6,843.89"	245	0.72	10.6	"2,311.72"	25.7	0
Cassalery 0.6	12/13/2016	1	27.6	30.33	11.4	88	6		"1,109.33"	4.99	8.1	9.59			0.1	"6,600.89"	250	0.58	4.9	"1,619.96"	29.42	1
Cassalery 0.6	1/9/2017	1	75.2	29.59	11.2	88	2		"1,094.41"	14.72	7.8	13.01			0.1	"6,457.30"	250	0.66	4.8	"1,808.51"	52.65	4
Cassalery 0.6	2/14/2017	1																0.58				
Cassalery 0.6	3/14/2017	1																0.56				
Cassalery 0.6	4/17/2017	1																0.48				
Cassalery 0.6	5/9/2017	1																0.48				
Cassalery 0.6	6/13/2017	1																0.5				
Cassalery 0.6	7/18/2017	1																0.44				
Cassalery 0.6	8/14/2017	1	12.3	30.02	9.4	89	84		915.79	2.56	8	8.13			0.1	"6,041.85"	230	0.48	13.1	"1,338.43"	45.41	2
Cassalery 0.6	9/19/2017	1																0.46				
Cassalery 0.6	10/10/2017	1	42.3	29.86	10.3	91	56		977.64	3.27	8.1	3.84			0.1	"6,228.65"	228	0.44	9.9	"1,385.17"	31.04	2
Cassalery 0.6	11/13/2017	1	7	29.58	9.5	83	2		647.24	2.16		6.68			0.1	"6,419.07"	235	0.54	8.7	"1,178.80"	36.95	2
Cassalery 0.6	12/12/2017	1	20.2	30.48	11.4	89	2		957.7	3.04		12.04			0.1	"6,747.98"	236	0.53	5.8	"1,231.31"	27.56	2
Cassalery 0.6	1/8/2018	1	22.5	29.76	10.4	88	2		"1,003.58"	6.05		14.92			0.1	"6,921.69"	248	0.62	7.9	"1,478.08"	32.6	2
Cassalery 0.6	2/13/2018	1	25.9	30.27	12.1	93	2		"1,182.95"	8.09	8	10.7			0.1	"6,369.04"	252	0.6	4.9	"1,658.27"	48.32	3
Cassalery 0.6	3/13/2018	1	23	29.69	10.4	91	90		"1,287.69"	6.93	8	8.64			0.1	"6,327.57"	249	0.58	9	"1,875.99"	58.02	6
Cassalery 0.6	4/16/2018	1																0.5				
Cassalery 0.6	5/15/2018	1																0.52				
Cassalery 0.6	6/12/2018	1																0.5				
Cassalery 0.6	7/10/2018	1																0.48				
Cassalery 0.6	8/13/2018	1																0.43				
Cassalery 0.6	9/11/2018	1																0.5				
Cassalery 0.6	10/9/2018	1																0.56				
Cassalery 0.6	11/13/2018	1	0	30.33	10.9	88	18		"1,062.38"	2.23	7.9	7.99			0.1	"6,622.21"	237	0.58	6.6	"1,415.26"	23.63	1
Cassalery 0.6	12/11/2018	1	16.7	29.63	10.2	85	42		"1,016.23"	3.2		11.88			0.1	"6,917.38"	240	0.6	7.3	"1,473.40"	56.22	3
Cassalery 0.6	1/7/2019	1	35.4	30.06	11.1	89	38		"1,021.27"	3.74	7.8	11.53			0.1	"6,699.23"	247	0.61	6.3	"1,472.29"	36.01	2
Cassalery 0.6	2/26/2019	1	15.5	30.17	12.3	94	10		"1,123.90"	5.87		13.09			0.1	"6,541.33"	254	0.66	4.4	"1,576.56"	40.26	5
Cassalery 0.6	3/12/2019	1																0.6				
Cassalery 0.6	4/15/2019	1	12.9	29.78	10.9	93	38		998.16	3.61	8	11.2			0.1	"6,566.92"	241	0.7	8.2	"1,485.19"	31.9	3
Cassalery 0.6	5/14/2019	1																0.56				
Cassalery 0.6	6/11/2019	1																0.6				
Cassalery 0.6	7/9/2019	1		29.96	9.4	89					7.8				0.1		234	0.56	12.8			2
Cassalery 0.6	8/12/2019	1																0.42				
Cassalery 0.6	9/10/2019	1																0.43				
Cassalery 0.6	10/8/2019	1		29.88	9.2	82	186				7.6				0.1		238	0.4	10.3			1
Cassalery 0.6	11/12/2019	1	11.2	30.09	7	61	18		475.45	3.97	7.5	21.3			0.1	"7,949.79"	256	0.38	9.8	653.3	39.9	1
Cassalery 0.6	12/10/2019	1	24.3	30.1	9.5	80	26		782.95	8.26	7.8	13.89			0.1	"6,882.30"	246	0.52	7.9	950.02	27.45	2
Cassalery 0.6	1/21/2020	1	18.6	29.56	9.9	83	14		967.3	9.91	7.6	15.64			0.1	"7,295.36"	266	0.65	7.4	"1,326.13"	37.13	2
Cassalery 0.6	2/11/2020	1																0.76				
Cassalery 0.6	3/10/2020	1																0.88				
Cassalery 0.6	4/12/2020	1		30.23	10.3	91	12				8				0.1		248	0.64	10.6			3
Cassalery 0.6	6/15/2020	1																1.1				
Cassalery 0.6	9/28/2020	1																1.03				
Cassalery 0.6	10/12/2020	1		30.13	9	81	286				7.8				0.1		240	1.39	11			0
Cassalery 0.6	11/16/2020	1	43.3	29.82	9.3	78	12		822.61	11.52	8	18.97			0.1	"6,075.53"	242	1.1	5			3
Cassalery 0.6	12/7/2020	1		30.16	10.4	86	22				8.1				0.1		242	1.05	7.7			12
Cassalery 0.6	1/11/2021	1		29.9	10.3	87	40				7.5				0.1		256	0.65	7.9			10
Cassalery 0.6	2/9/2021	1		30.15	11.3	91	24				7.9				0.1		251	0.66	6.3			6
Cassalery 0.6	3/8/2021	1	14.9	29.9	11.6	95	15		"1,106.65"	3.39	7.9	7.17			0.1	"5,486.52"	249	0.58	6.7	"1,533.27"	30.37	9
Cassalery 0.6	4/19/2021	1																0.43				
Cassalery 0.6	5/10/2021	1																0.46				
Cassalery 0.6	6/14/2021	1																0.52				
Cassalery 0.6	7/12/2021	1																0.36				
Cassalery 0.6	8/9/2021	1																0.4				
Cassalery 0.6	9/13/2021	1	18.1	30.16	9.4	88	90		779.38	4.17	7.9	6.77			0.1	"5,376.95"	231	0.38	12.7	969.64	28.82	2
Cassalery 0.6	10/11/2021	1		30.24	10.4	89	30				7.8				0.1		230		8.8			4
Cassalery 0.6	11/8/2021	1	24.3	29.88	10	84	4		723.08	8.7	8	7.65			0.1	"5,505.45"	240	0.44	7.3	"1,031.52"	25.6	3
Cassalery 0.6	12/13/2021	1		29.37	10.5	86	20				7.5				0.1		257	0.52	6.2			5
Cassalery 0.6	1/10/2022	1	43.5	30.19	11.2	88	68		"1,106.37"	8.22	7.6	14.39			0.1	"5,488.45"	251	0.56	5.6	"1,390.17"	39.51	5
Cassalery 0.6	2/14/2022	1		29.8	10.8	91	68				8.1				0.1		246	0.5	7.5			8
Cassalery 0.6	3/14/2022	1	15.5	29.94	11.1	95	50		"1,104.54"	3.47		8.65			0.1	"5,766.43"	242	0.45	8.4	"1,289.31"	25.23	5
Cassalery 0.6	4/26/2022	1		29.94	10.7	94	2				8				0.1		239	0.41	9.6			3
Cassalery 0.6	5/9/2022	1	6.7	29.84	11.1	96	10		"1,150.02"	2.05	8	5.97			0.1	"5,703.65"	237	0.4	8.7	"1,373.02"	20.94	3
Cassalery 0.6	6/13/2022	1																0.48				
Cassalery 0.6	7/12/2022	1																0.4				
Cassalery 0.6	8/8/2022	1																0.3				
Cassalery 0.6	9/12/2022	1																0.3				
Cassalery 0.6	10/10/2022	1																0.28				
Cassalery 0.6	11/14/2022	1	24.3	30.38	10.7	87	70		723.08	8.7	7.8	7.65			0.1	"5,505.45"	247	0.45	7.2	"1,031.52"	25.6	2
Cassalery 0.6	12/5/2022	1		29.99	11.1	87	44				7.8				0.1		242	0.46	5.1			3
Cassalery 0.6	1/9/2023	1	23.2	29.29	10.5	89	36		992.56	13.05	7.9	8.06			0.1	"5,795.13"	243	0.46	7.1	"1,488.72"	35.62	3
Cassalery 0.6	2/13/2023	1		29.76	11.4	94	8				8.1				0.1		239	0.48	6.6			7
Cassalery 0.6	3/13/2023	1																0.46				
Cassalery 0.6	4/10/2023	1																0.42				
Cassalery 0.6	5/15/2023	1																0.1				
Cassalery 0.6	6/12/2023	1																0.42				
Cassalery 0.6	7/10/2023	1		29.98	9.4	89	132				7.8				0.1		229	0.25	12.9			2
Cassalery 0.6	8/14/2023	1																0.6				
Cassalery 0.6	9/11/2023	1	48.3						817.81	4.82		7.31				"5,809.45"		0.25				
Cassalery 0.6	10/9/2023	1		29.55	9.2	86	144				7.7				0.1		237	0.4	12			2
Cassalery 0.6	11/13/2023	1	18.1	29.99	9.9	85	172		771.32	2.12	7.8	6.89			0.1	"5,921.52"	239	0.56	8.5			2
Cassalery 0.6	12/11/2023	1		30.19	9.9	84	56				7.7				0.1		243	0.54	8.5			3
Cassalery 0.6	1/9/2024	1		29.47	10.2	85	336				7.7				0.1		247	0.6	7			10
Cassalery 0.6	2/22/2024	1		30.27	10.7	91	52				8				0.1		250	0.48	8.8			10
Cassalery 0.6	3/12/2024	1		29.71	11	92	56				8				0.1		250	-0.5	7.1			5
Cassalery 0.6	4/2/2024	1		30.12	10	89	72				7.9				0.1		244	0.45	10.5			4
Cassalery 0.6	5/14/2024	1																0.46				
Cassalery 0.6	6/11/2024	1		29.9	9.5	90	134				7.8				0.1		235	0.4	12.5			6
Cassalery 0.6	7/9/2024	1																0.38				
Cassalery 0.6	8/13/2024	1																0.36				
Cassalery 0.6	9/17/2024	1																0.43				
Cassalery 0.6	10/8/2024	1		29.98	10	91	22				7.6				0.1		233	0.48	11.2			3
Cassalery 0.6	11/12/2024	1		29.98	10.7	92	28				7.8				0.1		241	0.54	8.8			3
Cassalery 0.6	12/10/2024	1		30.48	11	88	12				7.4				0.1		248	0.6	6.5			6
Chicken Coop 0.24	11/24/2015	2		29.88	12.4		10				7.7				0.1		173	-2.56	5.5			10
Chicken Coop 0.24	1/26/2016	2					2								0.1		111	-2.3	6.4			
Chicken Coop 0.24	4/12/2016	2		30.04	11.5		6				7.8				0.1		161	-4.2	8.6			2
Chicken Coop 0.24	8/16/2016	2		30.08	9.9	99	10				8				0.1		240	-4.81	13.6			1
Chicken Coop 0.24	11/15/2016	2		29.76	11.1	97	10				7.9				0.1		168	-3.22	9.3			2
Chicken Coop 0.24	1/10/2017	2		29.65	13.6	99	32				7.8				0.1		155	-3.14	2			11
Chicken Coop 0.24	4/18/2017	2		29.85	11.7	97	2				7.8				0.1		127	-3.12	7.2			7
Chicken Coop 0.24	8/15/2017	2		29.94	10.5	96	26				8.1				0.1		232	-4.68	11.4			1
Chicken Coop 0.24	11/14/2017	2		29.86	11.8	97	6				8				0.1		177	-4.2	7			3
Chicken Coop 0.24	1/9/2018	2		29.57	12.2	99	6								0.1		128	-3.16	5.8			6
Chicken Coop 0.24	4/17/2018	2		30.06	12.5	101	4				7.8				0		100	-2.96	6.3			35
Chicken Coop 0.24	8/14/2018	2		29.93	10.1	97	110				8				0.1		215	-4.86	13.8			2
Chicken Coop 0.24	11/14/2018	2		30.11	11.8	95	2				8.1				0.1		290	-4.78	6.5			1
Chicken Coop 0.24	1/8/2019	2		29.96	13.1	99	10				7.8				0.1		161	-4.7	3.7			5
Chicken Coop 0.24	4/22/2019	2		30.14	12	100	2				8.3				0.1		132	-2.7	7.7			5
Chicken Coop 0.24	8/13/2019	2		30.05	10.3	98	94				8.1				0.1		219		13.5			0
Chicken Coop 0.24	11/19/2019	2		29.74	11.2	97	36				7.8				0.1		183	-4	8.8			18
Chicken Coop 0.24	1/22/2020	2		29.87	12.8	100	5				7.9				0		105		4.9			49
Chicken Coop 0.24	4/20/2020	2		30.05	12	100	2				8				0.1		175	-4.75	7.7			1
Chicken Coop 0.24	8/18/2020	2		30.04	9.6	93	60								0.1		230	-4.8	14			0
Chicken Coop 0.24	11/17/2020	2		29.09	11.3	97	20				7.8				0.1		189	-4.6	7.6			3
Chicken Coop 0.24	1/26/2021	2		29.53	13.1	98	50				7.9				0.1		154	-4.7	2.9			2
Chicken Coop 0.24	4/20/2021	2		30.15	11.9	100	446				7.7				0.1		183	-4.68	7.9			1
Chicken Coop 0.24	8/10/2021	2		30.05	10	95	80				8.3				0.1		244	-4.83	13.4			1
Chicken Coop 0.24	11/16/2021	2		30.25	12.2	100	28				8				0.1		122	-3.98	7			29
Chicken Coop 0.24	1/11/2022	2		30.1	12.9	101	62				8.4				0		94	-3.6	5			74
Chicken Coop 0.24	5/26/2022	2		29.82	11.3	99	74				7.9				0.1		151	-4.5	9.3			3
Chicken Coop 0.24	8/9/2022	2		29.9	9.9	97	38				8.1				0.1		172	-4.81	14.1			1
Chicken Coop 0.24	11/16/2022	2		30.5	12.9	98	4				7.9				0.1		184	-4.68	4.6			1
Chicken Coop 0.24	4/11/2023	2		29.85	12.6	101	4				7.7				0.1		112	-4.16	6			8
Chicken Coop 0.24	8/15/2023	2		29.93	9.1	92	150				7.8				0.1		252	-4.82	15.6			1
Chicken Coop 0.24	4/4/2024	2		29.83	12.3	99	34				7.6				0.1		130		5.8			28
Chicken Coop 0.24	8/21/2024	2		30.08	9.6	91	35				7.6				0.1		253		13.5			7
Chicken Coop 0.24	11/13/2024	2		29.51	10.6	93	19				7.9				0.1		225		8.8			6
Cooper 0.1	5/12/2015	1	18.2				2		17.7	1.1		20.4			0.8	"7,983.10"			17.1	271.6	39.7	
Cooper 0.1	6/11/2015	1	12.1				4		15.7	1.2		25.4			0.6	"9,570.30"			16.8	288.1	51.7	
Cooper 0.1	7/7/2015	1	6.9				2		6.8	1		22.6			0.8	"8,401.40"			16.6	255	45.4	
Cooper 0.1	8/13/2015	1	4.7				12		4	0.7		15.6			0.3	"10,886.40"			18.8	206.3	34.7	
Cooper 0.1	9/10/2015	1	11.6	30.14	7.3		26		8.7	0.7	7.4	15.4			0.2	"11,088.80"	391		15.8	243.3	34.6	7
Cooper 0.1	10/8/2015	1	11.6	30.12	6.1		114		21	1.3	7.2	16			0.2	"8,620.50"	468		11.5	326.8	37.6	0
Cooper 0.1	11/23/2015	1	67.2	29.86	4.5		88		281.7	5.6	7.1	47.1			27.7	"7,837.10"	43507		7.1	728.6	97.6	11
Cooper 0.1	12/17/2015	1	42.1	29.68	10.9		26		263.3	1.9	7.9	18.4			1.3	"10,807.40"	2448		5.2	706	47	2
Cooper 0.1	1/25/2016	1	54.9				20		297.45	3.13		33.34			3.7	"8,460.78"	6780		5.9	740.35	57.18	
Cooper 0.1	2/17/2016	1	15.6	29.38	6.5		6		223.48	1.62	7.1	32.87			2.6	"5,471.91"	4750		9.1	606.03	52.59	2
Cooper 0.1	3/15/2016	1	14.2	30.2	7.8		2		113.07	1.51	6.9	22.04			5.6	"7,819.66"	10033		7.5	499.77	37.36	3
Cooper 0.1	4/11/2016	1	28.5		7		6		47.08	1.8	7.3	30.5			1.4	"6,922.63"	2590		12.3	385.56	45.52	3
Cooper 0.1	5/17/2016	1	24.1	30.31	8.3		2		36.88	1.4	7.6	20.81			0.6	"7,546.46"	1111		15	242.49	44.09	3
Cooper 0.1	6/21/2016	1	7.8	30.33	7.7		2		6.56	0.67	7.4	13.45			0.6	"7,895.22"	1105		14.7	238	30.5	2
Cooper 0.1	7/19/2016	1	9.1	30.11	8.1		22		9.15	0.72	7.4	17.1			0.3	"8,455.29"	528		17.4	214.19	32.7	2
Cooper 0.1	8/15/2016	1	81	30.1	9		128		15.07	1.92	7.4	12.77			0.3	"8,564.33"	665		18.3	263.36	30.02	3
Cooper 0.1	9/20/2016	1	11.7	30.16	7.6		22		22.19	0.49	7.3	9.47			0.2	"8,586.40"	465		12.3	209.09	24.05	1
Cooper 0.1	10/18/2016	1	18.6	30	4.7	42	100		83.22	3.56	7.2	28.43			0.4	"8,484.40"	710		10.1	662.44	63.88	2
Cooper 0.1	11/14/2016	1	70.6	30.06	7.4	78	2		240.72	7.83	7.5	39.05			27.4	"2,957.15"	4278	-3.21	10.8	575.71	73.83	5
Cooper 0.1	12/13/2016	1	57.4	30.34	10.2	80	6		323.52	2.61	7.6	51.4			23.5	"2,829.21"	34500	-3.19	5	853.34	69.99	5
Cooper 0.1	1/9/2017	1	45.2	29.6	8.5	64	6		426.52	3.98	7.6	17.77			1.8	"8,099.16"	3436	-2.37	2.5	900.87	58.22	0
Cooper 0.1	2/14/2017	1	38.2	29.98	9.5	74	8		324.22	2.2	7.4	21.54			2.8	"15,631.01"	5263	-3.67	4.1	581.74	62.61	5
Cooper 0.1	3/14/2017	1	30.1	29.72	7.1	63	20		230.95	2.16	7.3	21.91			2.3	"7,490.45"	4210	-3.58	9.2	584.78	62.43	1
Cooper 0.1	4/17/2017	1	19.2	29.81	7.1	67	6		57.87	1.74	7.3	28.95			1	"8,001.69"	1965	-3.67	12.4	495.13	74.53	2
Cooper 0.1	5/9/2017	1	18.8	30.07	7.8	75	18		27.56	1.35	7.4	25.71			0.4	"8,040.97"	764	-4.01	13.6	442.43	83.04	5
Cooper 0.1	6/13/2017	1	13		9.3	95	6		10.19	1.23	7.7	22.79			0.4	"7,051.03"	793	-4	16.4	333.09	65.67	2
Cooper 0.1	7/18/2017	1	14.7	30.04	8.8	93	4		4.11	1.01	7.5	20.25			0.3	"9,919.38"	716	-4.12	18.4	247.93	61.93	1
Cooper 0.1	8/14/2017	1	36.6	30.02	7.8	83	28		16.44	1.37	7.3	15.94			4.4	"7,275.84"	7914	-4.15	16.8	352.64	69.59	3
Cooper 0.1	9/19/2017	1	60.1	29.76	7.1	70	26		25	1.82	7.1	19			6.1	"7,381.11"	10732	-4.2	12.7	310.28	54.08	2
Cooper 0.1	10/10/2017	1	42.2	29.88	6.3	60	38		54.56	2.45	7.3	24.45			12.6	"5,558.43"	21114	-3.61	9.4	310.72	63.22	4
Cooper 0.1	11/13/2017	1	431	29.53	6.2	65	40		286.03	10.9		95.35			29.7	"2,882.41"	46201	-2.7	8.8	"1,799.97"	229.13	11
Cooper 0.1	12/12/2017	1	83.2	30.48	7.5	74	2		276.31	5.88		59.87			30.6	"1,261.36"	47608	-2.94	7.2	562.21	62.25	3
Cooper 0.1	1/8/2018	1	73.5	29.76	7.2	72	6		368	7.18		40.76			26.6	"5,326.38"	41913	-2.28	7.8	768.88	50.08	3
Cooper 0.1	2/13/2018	1	39.4	30.27	9.8	74	4		330.05	2.78	7.5	38.66			2	"3,483.17"	3789		3.4	691.03	69.16	4
Cooper 0.1	3/13/2018	1	24.4	29.71	7.1	62	32		314.56	1.81	7.5	18.79			1.6	"7,087.61"	2990	-3.4	8.6	516.75	59.41	1
Cooper 0.1	4/16/2018	1	20.1	29.65	7.5	67	4		64.27	0.66	7.4	25.56			1.4	"6,084.46"	2784	-4.3	9.6	432.86	49.91	2
Cooper 0.1	5/15/2018	1	41.3	29.94	6	61	2		34.74	1.89	7.3	22.33			2.2	"7,034.26"	4121	-4.4	15.4	337.44	61.35	4
Cooper 0.1	6/12/2018	1	32	30.09	7.1	69	18		38.11	1.4	7.2	18.24			2	"7,216.00"	3820	-4.35	14.1	307.68	52.61	3
Cooper 0.1	7/10/2018	1	42.3	30.26	6.7	70	12		48.33	2.56	7.3	22.69			1.4	"8,178.98"	2609	-4.4	17.2	335.13	47.76	5
Cooper 0.1	8/13/2018	1	46.2	30.09	6.5	65	14		41.52	2	7.2	17.83			2.8	"8,082.55"	5099	-4.4	16.4	288.47	41.58	2
